STATE,DISTRICT,BLOCK,LOCATION,Latitude,Longitude,Year,pH,EC,CO3,Cl,SO4,TH,Ca,Mg,Na,TDS,Temperature,St Temp,St Ph,St Ec,St CO3,St CL,St SO4,St TH,St CA,St Mg,St Na,St TDS,WQI
Madhya Pradesh,Damoh,Damoh,Palar,23.929,79.469,2021,7.41,1998,0,272,72,444,131,28,242,1299,28.01828134,25,8.5,300,250,250,250,500,75,30,200,500,152.7824053
Madhya Pradesh,Damoh,Patera,Patera2,23.997,79.689,2021,7.58,1529,0,186,36,399,99,37,165,994,25.07387085,25,8.5,300,250,250,250,500,75,30,200,500,123.0783773
Madhya Pradesh,Damoh,Tendukheda,Samnapur,23.313,79.386,2021,7.24,1555,0,139,58,399,83,47,170,1011,25.21375153,25,8.5,300,250,250,250,500,75,30,200,500,122.5746975
Madhya Pradesh,Damoh,Jabera,Tejgarh,23.576,79.546,2021,7.64,497,0,40,19,162,36,17,37,323,25.22164796,25,8.5,300,250,250,250,500,75,30,200,500,50.27150835
Madhya Pradesh,Datia,Seondha,Basturi,26.0862,78.7369,2021,7.49,1056,0,22,28,355,104,23,85,686,28.55803946,25,8.5,300,250,250,250,500,75,30,200,500,89.53928708
Madhya Pradesh,Datia,Bhander,Bhander,25.733,78.741,2021,7.61,1589,0,245,12,455,158,15,158,1033,22.42165458,25,8.5,300,250,250,250,500,75,30,200,500,127.2806017
Madhya Pradesh,Datia,Seondha,Chhikau,25.8135,78.5165,2021,7.92,1256,0,22,23,380,118,21,120,816,33.99510832,25,8.5,300,250,250,250,500,75,30,200,500,105.5012515
Madhya Pradesh,Datia,Datia,Datia,25.6466,78.4575,2021,7.82,989,0,105,22,335,104,18,76,643,20.05589929,25,8.5,300,250,250,250,500,75,30,200,500,86.14759974
Madhya Pradesh,Datia,Datia,Dursadha,25.7124,78.6561,2021,8.02,1523,0,112,12,365,112,21,189,990,24.38474454,25,8.5,300,250,250,250,500,75,30,200,500,118.8762707
Madhya Pradesh,Datia,Datia,Imaliya,25.6945,78.5811,2021,7.96,1889,0,140,16,680,232,24,136,1228,24.50457819,25,8.5,300,250,250,250,500,75,30,200,500,153.9107557
Madhya Pradesh,Datia,Seondha,Indergarh New,25.9161,78.567,2021,7.45,1812,0,140,22,675,242,17,113,1178,29.63118207,25,8.5,300,250,250,250,500,75,30,200,500,147.6143692
Madhya Pradesh,Datia,Seondha,Kasherua,26.251,78.772,2021,7.62,1145,0,50,15,250,82,11,146,744,20.43074867,25,8.5,300,250,250,250,500,75,30,200,500,86.22936315
Madhya Pradesh,Datia,Bhander,Pandokhar,25.8914,78.7945,2021,7.82,1010,0,17,14,255,82,12,114,657,32.69159627,25,8.5,300,250,250,250,500,75,30,200,500,83.93027743
Madhya Pradesh,Datia,Datia,Ruduapura,25.778,78.5007,2021,8.02,2025,0,90,65,430,124,29,270,1316,32.60043216,25,8.5,300,250,250,250,500,75,30,200,500,152.8728844
Madhya Pradesh,Datia,Seondha,Seondha,26.14,78.7813,2021,7.92,798,0,22,10,300,106,9,44,519,30.83050647,25,8.5,300,250,250,250,500,75,30,200,500,74.59897205
Madhya Pradesh,Datia,Seondha,Tharet,26.0075,78.6552,2021,7.82,785,0,65,22,295,98,12,46,510,26.0997104,25,8.5,300,250,250,250,500,75,30,200,500,73.65444015
Madhya Pradesh,Dewas,Bagli,Bagli1,22.639,76.347,2021,7.71,981,0,104,22,313,79,28,78,638,21.59941578,25,8.5,300,250,250,250,500,75,30,200,500,85.36342392
Madhya Pradesh,Dewas,Bagli,Bamohri,22.709,76.275,2021,7.72,826,0,94,15,268,57,31,64,537,21.06162618,25,8.5,300,250,250,250,500,75,30,200,500,74.86483376
Madhya Pradesh,Dewas,Bagli,Bhikupura,22.539,76.339,2021,7.68,1090,0,87,33,343,71,41,89,709,30.57329246,25,8.5,300,250,250,250,500,75,30,200,500,96.83574271
Madhya Pradesh,Dewas,Sonkatch,Bhonrasa,22.988,76.207,2021,7.77,1126,0,106,28,323,83,28,105,732,28.7436026,25,8.5,300,250,250,250,500,75,30,200,500,96.61282519
Madhya Pradesh,Dewas,Kannod,Bijawad,22.699,76.572,2021,7.73,960,0,94,42,258,55,29,103,624,31.49367459,25,8.5,300,250,250,250,500,75,30,200,500,86.08557864
Madhya Pradesh,Dewas,Dewas,Dewas,22.974,76.068,2021,7.75,1420,0,147,45,435,90,51,122,923,26.85155805,25,8.5,300,250,250,250,500,75,30,200,500,120.9217787
Madhya Pradesh,Dewas,Khategaon,Dhayali,22.546,76.8,2021,7.8,716,0,70,37,210,48,22,63,465,30.07230016,25,8.5,300,250,250,250,500,75,30,200,500,68.99295763
Madhya Pradesh,Dewas,Kannod,Kannod,22.664,76.751,2021,7.28,410,0,42,19,105,22,12,44,267,33.03337316,25,8.5,300,250,250,250,500,75,30,200,500,43.4181963
Madhya Pradesh,Dewas,Kannod,Kantaphor,22.576,76.566,2021,7.73,1402,0,122,47,430,90,50,119,911,31.9914044,25,8.5,300,250,250,250,500,75,30,200,500,120.5392986
Madhya Pradesh,Dewas,Bagli,Karnawad,22.73,76.229,2021,7.52,878,0,82,21,210,58,16,101,571,24.78910997,25,8.5,300,250,250,250,500,75,30,200,500,73.18694908
Madhya Pradesh,Dewas,Kannod,Kusumania,22.768,76.76,2021,7.62,597,0,67,5,145,36,13,65,388,21.64494594,25,8.5,300,250,250,250,500,75,30,200,500,53.28604095
Madhya Pradesh,Dewas,Bagli,Matmore New,22.717,76.379,2021,7.81,576,0,62,22,170,38,18,50,374,28.1929773,25,8.5,300,250,250,250,500,75,30,200,500,57.89441599
Madhya Pradesh,Dewas,Bagli,Nevri,22.858,76.25,2021,7.6,1521,0,165,46,380,78,45,171,989,32.36228031,25,8.5,300,250,250,250,500,75,30,200,500,124.9226474
Madhya Pradesh,Dewas,Khategaon,Pipilianankar,22.586,77.001,2021,7.88,1190,0,87,64,268,75,20,147,774,30.26283658,25,8.5,300,250,250,250,500,75,30,200,500,98.66830421
Madhya Pradesh,Dewas,Bagli,Pipri,22.399,76.278,2021,7.7,1601,0,178,52,455,93,54,156,1041,31.59863632,25,8.5,300,250,250,250,500,75,30,200,500,134.5388981
Madhya Pradesh,Dewas,Bagli,Punjapura,22.546,76.37,2021,7.65,1148,0,146,41,313,73,32,105,746,31.31181689,25,8.5,300,250,250,250,500,75,30,200,500,99.48611523
Madhya Pradesh,Dewas,Kannod,Satwas New,22.534,76.682,2021,7.57,1073,0,94,29,338,79,34,81,697,21.41073169,25,8.5,300,250,250,250,500,75,30,200,500,90.60693274
Madhya Pradesh,Dhar,Sardarpur,Amjhira,22.556,75.121,2021,7.35,425,0,45,8,157,36,16,26,276,21.0597958,25,8.5,300,250,250,250,500,75,30,200,500,42.85204696
Madhya Pradesh,Dhar,Badnawar,Badnawar New,23.02,75.245,2021,7.81,1060,0,42,25,268,44,38,117,689,20.33539518,25,8.5,300,250,250,250,500,75,30,200,500,86.42802249
Madhya Pradesh,Dhar,Bagh,Bagh New,22.362,74.795,2021,7.37,930,0,78,26,348,67,44,69,605,28.35955214,25,8.5,300,250,250,250,500,75,30,200,500,86.43680684
Madhya Pradesh,Dhar,Badnawar,Chayan,23.026,75.135,2021,7.32,722,0,50,15,318,71,34,22,469,21.36213609,25,8.5,300,250,250,250,500,75,30,200,500,68.16804949
Madhya Pradesh,Dhar,Sardarpur,Dasai,22.721,75.131,2021,7.53,995,0,101,43,414,105,37,35,647,25.29576698,25,8.5,300,250,250,250,500,75,30,200,500,92.61967284
Madhya Pradesh,Dhar,Kukshi,Dehari,22.287,74.916,2021,7.83,1288,0,178,35,232,53,25,172,837,22.03546106,25,8.5,300,250,250,250,500,75,30,200,500,101.073501
Madhya Pradesh,Dhar,Dharampuri,Dhamnod,22.216,75.483,2021,7.84,865,0,92,42,232,51,26,88,562,31.88310621,25,8.5,300,250,250,250,500,75,30,200,500,80.26658408
Madhya Pradesh,Dhar,Dhar,Dhar,22.584,75.333,2021,7.36,1020,0,126,72,273,69,25,107,663,23.99576584,25,8.5,300,250,250,250,500,75,30,200,500,86.83785424
Madhya Pradesh,Dhar,Dharampuri,Dharampuri1,22.153,75.352,2021,7.9,863,0,35,16,232,42,31,90,561,22.61815518,25,8.5,300,250,250,250,500,75,30,200,500,74.67932916
Madhya Pradesh,Dhar,Kukshi,Dhulsar,22.206,74.867,2021,7.52,402,0,20,35,131,36,10,28,261,28.52828281,25,8.5,300,250,250,250,500,75,30,200,500,43.50119375
Madhya Pradesh,Dhar,Gandhwani,Gandhwani,22.336,75.004,2021,7.59,1410,0,166,10,561,133,55,61,917,20.26923884,25,8.5,300,250,250,250,500,75,30,200,500,122.5069959
Madhya Pradesh,Dhar,Dharampuri,Gujri1,22.308,75.509,2021,7.66,882,0,74,67,364,75,43,31,573,33.77543423,25,8.5,300,250,250,250,500,75,30,200,500,88.7031882
Madhya Pradesh,Dhar,Sardarpur,Julana,22.787,74.988,2021,7.67,408,0,15,15,146,46,7,22,265,26.4740851,25,8.5,300,250,250,250,500,75,30,200,500,43.31178852
Madhya Pradesh,Dhar,Badnawar,Kanwan New,22.87,75.245,2021,7.68,1909,0,247,62,660,74,116,140,1241,25.24650654,25,8.5,300,250,250,250,500,75,30,200,500,167.4350933
Madhya Pradesh,Dhar,Kukshi,Kukshi1,22.209,74.757,2021,7.48,865,0,92,13,350,88,32,30,562,30.0922153,25,8.5,300,250,250,250,500,75,30,200,500,82.19110859
Madhya Pradesh,Dhar,Tirla,Lunera,22.461,75.419,2021,7.63,838,0,20,20,245,64,21,75,545,27.51001197,25,8.5,300,250,250,250,500,75,30,200,500,72.56424678
Madhya Pradesh,Dhar,Nalchha,Mandu,22.353,75.393,2021,7.66,650,0,17,12,240,78,11,25,423,25.47838025,25,8.5,300,250,250,250,500,75,30,200,500,59.99516858
Madhya Pradesh,Dhar,Kukshi,Palasi,22.127,74.661,2021,8.01,765,0,77,60,65,18,5,140,497,30.79654645,25,8.5,300,250,250,250,500,75,30,200,500,65.76238053
Madhya Pradesh,Dhar,Nisarpur,Pipalya,22.133,74.873,2021,7.5,1528,0,242,32,660,136,78,45,993,20.90965047,25,8.5,300,250,250,250,500,75,30,200,500,139.1216911
Madhya Pradesh,Dhar,Sardarpur,Rajod,23.955,75.067,2021,7.35,875,0,59,19,360,82,38,32,569,27.22990196,25,8.5,300,250,250,250,500,75,30,200,500,81.1745098
Madhya Pradesh,Dhar,Sardarpur,Sardarpur,22.665,74.976,2021,7.1,902,0,69,10,325,92,23,55,586,23.63582732,25,8.5,300,250,250,250,500,75,30,200,500,76.591816
Madhya Pradesh,Dhar,Manawar,Singhana,22.188,74.969,2021,7.12,1145,0,89,12,330,78,33,98,744,32.49643595,25,8.5,300,250,250,250,500,75,30,200,500,94.35021913
Madhya Pradesh,Dhar,Bagh,Tanda,22.505,74.854,2021,7.25,1385,0,361,72,230,80,7,205,900,30.3337225,25,8.5,300,250,250,250,500,75,30,200,500,111.9425658
Madhya Pradesh,Dhar,Umarban,Tawlai,22.161,75.24,2021,7.68,798,0,47,62,190,46,18,92,519,24.63085067,25,8.5,300,250,250,250,500,75,30,200,500,69.32636994
Madhya Pradesh,Dhar,Gandhwani,Zeerabad,22.556,75.068,2021,7.23,978,0,72,42,460,64,73,30,636,25.8005005,25,8.5,300,250,250,250,500,75,30,200,500,95.72745473
Madhya Pradesh,Dindori,Amarpur,Amarpur1,22.7872,80.9606,2021,7.88,795,0,85,22,275,76,21,59,517,27.9881752,25,8.5,300,250,250,250,500,75,30,200,500,76.15024553
Madhya Pradesh,Dindori,Bajag,Bijhauri,22.8556,81.2281,2021,7.94,620,0,23,12,285,82,19,18,403,27.24675063,25,8.5,300,250,250,250,500,75,30,200,500,64.6897275
Madhya Pradesh,Dindori,Dindori,Dindori,22.9428,81.0731,2021,7.9,705,0,45,26,290,80,22,30,458,22.95919069,25,8.5,300,250,250,250,500,75,30,200,500,69.07606934
Madhya Pradesh,Dindori,Bajag,Gadasarai,22.8203,81.3292,2021,7.83,960,0,132,32,285,76,23,89,624,22.80495878,25,8.5,300,250,250,250,500,75,30,200,500,85.13210622
Madhya Pradesh,Dindori,Karanjiya,Gorakhpur,22.7653,81.415,2021,7.94,1010,0,97,9,325,102,17,79,657,22.05075289,25,8.5,300,250,250,250,500,75,30,200,500,87.13663741
Madhya Pradesh,Dindori,Mehadwani,Harra,22.8533,80.7314,2021,7.11,308,0,12,14,130,28,15,9,200,24.32692114,25,8.5,300,250,250,250,500,75,30,200,500,34.14009254
Madhya Pradesh,Dindori,Karanjiya,Karanjiya,22.676,81.618,2021,7.84,612,0,35,19,255,72,18,25,398,27.02294436,25,8.5,300,250,250,250,500,75,30,200,500,62.61743431
Madhya Pradesh,Dindori,Shahpura,Katangi1,23.095,80.602,2021,7.76,987,0,90,7,280,82,18,95,642,25.53010481,25,8.5,300,250,250,250,500,75,30,200,500,83.80185629
Madhya Pradesh,Dindori,Bajag,Sagar Tola,22.828,81.297,2021,7.73,780,0,65,27,290,78,23,43,507,29.9598175,25,8.5,300,250,250,250,500,75,30,200,500,75.17023667
Madhya Pradesh,Dindori,Dindori,Salaiya,22.911,80.937,2021,7.41,429,0,32,24,165,40,16,22,279,20.89192996,25,8.5,300,250,250,250,500,75,30,200,500,43.88797453
Madhya Pradesh,Dindori,Dindori,Shahpur,23.018,81.006,2021,7.72,440,0,27,16,175,48,13,18,286,20.86466741,25,8.5,300,250,250,250,500,75,30,200,500,45.8053336
Madhya Pradesh,Dindori,Shahpura,Shahpura Depot,23.178,80.712,2021,7.89,455,0,12,11,170,46,13,24,296,24.93667517,25,8.5,300,250,250,250,500,75,30,200,500,48.16485158
Madhya Pradesh,Dindori,Shahpura,Shahpura2,23.178,80.699,2021,7.83,1154,0,140,12,395,94,39,91,750,33.67370963,25,8.5,300,250,250,250,500,75,30,200,500,105.9389247
Madhya Pradesh,Dindori,Dindori,Vikrampur1,23.043,80.993,2021,7.96,900,0,57,17,365,96,30,41,585,28.22212374,25,8.5,300,250,250,250,500,75,30,200,500,85.908045
Madhya Pradesh,Guna,Bamori,Akoda,24.865,77.19,2021,7.62,465,0,30,10,160,46,11,28,302,24.73315058,25,8.5,300,250,250,250,500,75,30,200,500,46.87872142
Madhya Pradesh,Guna,Raghogarh,Amlia,24.212,77.197,2021,7.84,1107,0,67,13,375,42,66,80,720,30.17994256,25,8.5,300,250,250,250,500,75,30,200,500,101.1563427
Madhya Pradesh,Guna,Aron,Aron,24.438,77.378,2021,7.54,665,0,37,20,265,54,32,28,432,28.28730125,25,8.5,300,250,250,250,500,75,30,200,500,65.97113985
Madhya Pradesh,Guna,Chachaura,Badaud New,24.409,77,2021,7.42,1605,0,177,55,485,132,38,142,1043,22.28626366,25,8.5,300,250,250,250,500,75,30,200,500,129.4737928
Madhya Pradesh,Guna,Bamori,Bamori New,24.409,77,2021,8.01,500,0,42,12,200,42,23,21,325,23.51592606,25,8.5,300,250,250,250,500,75,30,200,500,54.34821554
Madhya Pradesh,Guna,Bamori,Berkheri,24.853,77.139,2021,7.81,710,0,45,20,135,48,4,95,462,30.23758777,25,8.5,300,250,250,250,500,75,30,200,500,61.98639555
Madhya Pradesh,Guna,Chachaura,Binaganj,24.628,77.184,2021,7.62,1085,0,192,6,460,102,50,25,705,26.28660104,25,8.5,300,250,250,250,500,75,30,200,500,103.228461
Madhya Pradesh,Guna,Raghogarh,Gunjari,24.188,77.032,2021,7.52,785,0,47,11,290,68,29,46,510,21.19075489,25,8.5,300,250,250,250,500,75,30,200,500,70.42088057
Madhya Pradesh,Guna,Guna,Jaitadongar,23.915,77.262,2021,7.56,705,0,55,8,225,36,33,57,458,33.4410827,25,8.5,300,250,250,250,500,75,30,200,500,68.58160583
Madhya Pradesh,Guna,Raghogarh,Janjali,24.531,77.336,2021,8,1800,0,260,25,425,38,80,210,1170,29.50724777,25,8.5,300,250,250,250,500,75,30,200,500,149.0935446
Madhya Pradesh,Guna,Raghogarh,Khairai,24.419,77.278,2021,7.42,425,0,42,13,165,32,21,20,276,25.44631454,25,8.5,300,250,250,250,500,75,30,200,500,45.84714468
Madhya Pradesh,Guna,Chachaura,Khatkiya,24.33,77.103,2021,7.62,765,0,77,8,310,66,35,32,497,20.02589626,25,8.5,300,250,250,250,500,75,30,200,500,72.04578046
Madhya Pradesh,Guna,Guna,Mahugarha,24.612,77.259,2021,7.85,658,0,30,22,210,40,27,48,428,31.35229826,25,8.5,300,250,250,250,500,75,30,200,500,65.19477512
Madhya Pradesh,Guna,Raghogarh,Maksudangarh,24.061,77.257,2021,7.91,655,0,40,13,240,54,26,38,426,28.059613,25,8.5,300,250,250,250,500,75,30,200,500,65.75501079
Madhya Pradesh,Guna,Guna,Pagara,24.654,77.436,2021,7.63,835,0,20,15,285,44,43,58,543,31.03300463,25,8.5,300,250,250,250,500,75,30,200,500,77.7332138
Madhya Pradesh,Guna,Chachaura,Penchi,24.136,77.009,2021,7.6,1340,0,245,32,525,82,78,63,871,22.37119733,25,8.5,300,250,250,250,500,75,30,200,500,124.2713445
Madhya Pradesh,Guna,Raghogarh,Pipaliya,24.316,77.151,2021,7.9,808,0,35,10,245,30,41,63,525,24.45114418,25,8.5,300,250,250,250,500,75,30,200,500,73.39132516
Madhya Pradesh,Guna,Aron,Rampur-I,24.306,77.447,2021,8.12,1053,0,115,20,265,42,39,110,684,20.77805607,25,8.5,300,250,250,250,500,75,30,200,500,90.32535372
Madhya Pradesh,Guna,Bamori,Rampur-Ii,24.769,77.167,2021,7.98,525,0,47,10,195,44,21,28,341,21.67077776,25,8.5,300,250,250,250,500,75,30,200,500,54.51664646
Madhya Pradesh,Guna,Guna,Singwasa,24.645,77.337,2021,7.01,850,0,85,120,325,58,44,43,553,22.16488865,25,8.5,300,250,250,250,500,75,30,200,500,79.61450496
Madhya Pradesh,Guna,Bamori,Suhaya New,24.742,77.083,2021,7.73,635,0,35,13,240,36,36,33,413,20.645607,25,8.5,300,250,250,250,500,75,30,200,500,61.56506921
Madhya Pradesh,Gwalior,Morar,Aarauli,26.101,78.4522,2021,7.65,1165,0,124,30,440,100,46,62,757,33.9409557,25,8.5,300,250,250,250,500,75,30,200,500,107.8270142
Madhya Pradesh,Gwalior,Ghatigaon,Aron,25.9541,77.9314,2021,7.52,743,0,49,13,285,96,11,35,483,22.58679572,25,8.5,300,250,250,250,500,75,30,200,500,66.65883481
Madhya Pradesh,Gwalior,Bhitarwar,Bajna,25.8506,77.9416,2021,7.35,715,0,94,22,205,58,15,72,465,24.70808956,25,8.5,300,250,250,250,500,75,30,200,500,64.02112348
Madhya Pradesh,Gwalior,Morar,Bajrang Colony Dabka,26.1555,77.4339,2021,7.85,865,0,134,13,255,60,26,70,562,27.35339588,25,8.5,300,250,250,250,500,75,30,200,500,79.84365911
Madhya Pradesh,Gwalior,Morar,Behat,26.1707,78.5295,2021,7.68,300,0,25,11,100,22,11,20,195,22.57857804,25,8.5,300,250,250,250,500,75,30,200,500,35.00433141
Madhya Pradesh,Gwalior,Ghatigaon,Charai Shyampur,25.9748,77.8307,2021,7.5,1120,0,176,25,305,26,58,120,728,21.08695111,25,8.5,300,250,250,250,500,75,30,200,500,96.91040646
Madhya Pradesh,Gwalior,Bhitarwar,Dongarpur,25.8216,77.9623,2021,7.6,2400,0,384,34,855,256,52,148,1560,29.51956282,25,8.5,300,250,250,250,500,75,30,200,500,199.7222653
Madhya Pradesh,Gwalior,Ghatigaon,Ghantigaon,26.0523,77.9393,2021,7.75,582,0,64,20,175,40,18,50,378,24.67199795,25,8.5,300,250,250,250,500,75,30,200,500,56.83830228
Madhya Pradesh,Gwalior,Bhitarwar,Harsibandh,25.7449,77.9256,2021,7.85,505,0,22,15,210,50,21,25,328,29.52313289,25,8.5,300,250,250,250,500,75,30,200,500,55.87810893
Madhya Pradesh,Gwalior,Dabra,Kariyawati,25.8187,78.1805,2021,7.52,1025,0,79,18,280,68,27,105,666,23.21669039,25,8.5,300,250,250,250,500,75,30,200,500,84.57879651
Madhya Pradesh,Gwalior,Dabra,Makoda,26.0354,78.2542,2021,7.68,695,0,129,30,215,58,17,60,452,33.71897943,25,8.5,300,250,250,250,500,75,30,200,500,70.26144707
Madhya Pradesh,Gwalior,Morar,Manpura,26.1645,78.3529,2021,7.45,805,0,40,10,220,60,17,79,523,22.07069422,25,8.5,300,250,250,250,500,75,30,200,500,66.48934335
Madhya Pradesh,Gwalior,Dabra,Masoorpur New,25.8373,78.2487,2021,7.7,1255,0,233,25,220,46,26,175,816,29.33633601,25,8.5,300,250,250,250,500,75,30,200,500,102.5677585
Madhya Pradesh,Gwalior,Morar,Mohanpur,26.1994,78.2598,2021,7.78,765,0,45,10,210,40,27,77,497,21.19772553,25,8.5,300,250,250,250,500,75,30,200,500,67.00220322
Madhya Pradesh,Gwalior,Ghatigaon,Mohna,25.9078,77.7767,2021,7.58,2135,0,505,30,600,170,43,205,1388,21.60462222,25,8.5,300,250,250,250,500,75,30,200,500,174.6228929
Madhya Pradesh,Gwalior,Ghatigaon,Nayagaon2,26.1184,78.0643,2021,7.69,788,0,62,12,260,72,19,58,512,29.16285798,25,8.5,300,250,250,250,500,75,30,200,500,72.51376654
Madhya Pradesh,Gwalior,Ghatigaon,Panihar,26.1029,78.022,2021,7.65,544,0,25,16,220,68,12,22,354,22.96157031,25,8.5,300,250,250,250,500,75,30,200,500,53.57996496
Madhya Pradesh,Gwalior,Dabra,Tekanpur,25.9881,78.2816,2021,7.78,2189,0,374,65,440,106,43,285,1423,20.00780479,25,8.5,300,250,250,250,500,75,30,200,500,167.0058684
Madhya Pradesh,Harda,Timarni,Chhidgaon,22.394,77.298,2021,7.61,905,0,25,15,320,42,52,59,588,23.95671416,25,8.5,300,250,250,250,500,75,30,200,500,81.32668394
Madhya Pradesh,Harda,Khirkiya,Chhuri Khal,22.034,76.94,2021,6.95,415,0,70,26,35,10,2,75,270,21.84511523,25,8.5,300,250,250,250,500,75,30,200,500,34.4800419
Madhya Pradesh,Harda,Harda,Handia,22.484,76.981,2021,7.58,1260,0,82,15,480,80,68,65,819,31.77216404,25,8.5,300,250,250,250,500,75,30,200,500,113.6535142
Madhya Pradesh,Harda,Harda,Hardadw,22.346,77.088,2021,7.99,1110,0,107,85,385,52,62,72,722,22.84314646,25,8.5,300,250,250,250,500,75,30,200,500,103.4156896
Madhya Pradesh,Harda,Khirkiya,Mandla,22.219,76.947,2021,7.54,700,0,42,20,210,78,4,61,455,21.85007294,25,8.5,300,250,250,250,500,75,30,200,500,60.21517804
Madhya Pradesh,Harda,Harda,Masangaon,22.291,77.003,2021,7.74,1490,0,42,8,230,40,32,234,969,29.23520602,25,8.5,300,250,250,250,500,75,30,200,500,109.0673476
Madhya Pradesh,Harda,Timarni,Mohanpur1,22.255,77.23,2021,7.22,1075,0,67,25,485,70,75,20,699,21.3271692,25,8.5,300,250,250,250,500,75,30,200,500,98.65836456
Madhya Pradesh,Harda,Khirkiya,Sonpura Colony,22.078,76.916,2021,7.59,895,0,35,33,440,70,64,25,582,26.13171376,25,8.5,300,250,250,250,500,75,30,200,500,90.26910803
Madhya Pradesh,Harda,Timarni,Temagaon,22.298,77.321,2021,7.7,1200,0,100,14,440,68,66,72,780,32.0403608,25,8.5,300,250,250,250,500,75,30,200,500,110.0995251
Madhya Pradesh,Harda,Timarni,Timarni,22.374,77.223,2021,7.36,1130,0,70,10,350,50,55,98,735,22.43177251,25,8.5,300,250,250,250,500,75,30,200,500,94.39943243
Madhya Pradesh,Hoshangabad,Babai,Babaidw,22.7,77.939,2021,7.52,762,0,35,5,348,77,38,13,402,21.05540929,25,8.5,300,250,250,250,500,75,30,200,500,70.42923974
Madhya Pradesh,Hoshangabad,Babai,Bagratawadw,22.629,77.993,2021,7.41,805,0,49,10,374,81,42,10,427,30.32840277,25,8.5,300,250,250,250,500,75,30,200,500,77.61638889
Madhya Pradesh,Hoshangabad,Babai,Baharpur,22.736,78.074,2021,7.54,715,0,27,5,268,53,33,43,373,23.54011196,25,8.5,300,250,250,250,500,75,30,200,500,64.69640435
Madhya Pradesh,Hoshangabad,Seoni Malwa,Bhilatdeo,22.491,77.528,2021,7.52,790,0,32,20,288,51,39,47,428,24.73136164,25,8.5,300,250,250,250,500,75,30,200,500,71.12958605
Madhya Pradesh,Hoshangabad,Hoshangabad,Dolariadw,22.626,77.639,2021,7.49,750,0,15,10,328,46,52,20,388,32.23185938,25,8.5,300,250,250,250,500,75,30,200,500,73.5873428
Madhya Pradesh,Hoshangabad,Kesla,Gurra New,22.63,77.918,2021,7.57,605,0,22,8,237,57,23,29,342,24.27902226,25,8.5,300,250,250,250,500,75,30,200,500,57.43176567
Madhya Pradesh,Hoshangabad,Kesla,Kesla,22.478,77.84,2021,7.19,808,0,74,20,369,71,47,13,426,26.47442616,25,8.5,300,250,250,250,500,75,30,200,500,76.57554891
Madhya Pradesh,Hoshangabad,Pipariya,Matkuli,22.592,78.458,2021,7.25,882,0,57,5,343,121,10,43,495,23.37793808,25,8.5,300,250,250,250,500,75,30,200,500,73.88591688
Madhya Pradesh,Hoshangabad,Hoshangabad,Nimsadia,22.708,77.806,2021,7.48,720,0,15,12,348,79,37,4,383,23.81015877,25,8.5,300,250,250,250,500,75,30,200,500,68.62793652
Madhya Pradesh,Hoshangabad,Pipariya,Pachmarhi,22.477,78.439,2021,7.2,865,0,54,14,333,81,32,44,480,33.41565971,25,8.5,300,250,250,250,500,75,30,200,500,78.34508838
Madhya Pradesh,Hoshangabad,Kesla,Pathrautadw,22.576,77.796,2021,7.51,840,0,32,11,375,56,57,18,435,23.09140585,25,8.5,300,250,250,250,500,75,30,200,500,78.11202637
Madhya Pradesh,Hoshangabad,Hoshangabad,Raisalpur,22.669,77.758,2021,7.19,630,0,15,10,325,76,33,11,391,22.22186144,25,8.5,300,250,250,250,500,75,30,200,500,61.96249507
Madhya Pradesh,Hoshangabad,Pipariya,Sandia,22.913,78.355,2021,7.39,1250,0,62,28,565,98,78,25,669,30.9928718,25,8.5,300,250,250,250,500,75,30,200,500,113.8731655
Madhya Pradesh,Hoshangabad,Hoshangabad,Sanwalkhera,22.65,77.677,2021,7.53,1185,0,90,20,395,98,36,88,649,23.54901262,25,8.5,300,250,250,250,500,75,30,200,500,97.45418641
Madhya Pradesh,Hoshangabad,Sohagpur,Semri Harchand,22.689,78.092,2021,7.49,893,0,50,10,405,112,30,17,471,26.67538807,25,8.5,300,250,250,250,500,75,30,200,500,81.278929
Madhya Pradesh,Hoshangabad,Seoni Malwa,Seonimalwa,22.448,77.466,2021,7.32,832,0,30,9,290,62,33,56,451,21.62800546,25,8.5,300,250,250,250,500,75,30,200,500,69.96775956
Madhya Pradesh,Hoshangabad,Sohagpur,Sohagpur,22.694,78.189,2021,7.39,630,0,25,10,270,56,32,28,358,26.44226745,25,8.5,300,250,250,250,500,75,30,200,500,61.51840028
Madhya Pradesh,Hoshangabad,Kesla,Sonkhera,22.617,77.834,2021,7.3,542,0,17,9,260,60,27,8,314,27.91669154,25,8.5,300,250,250,250,500,75,30,200,500,55.59394844
Madhya Pradesh,Hoshangabad,Kesla,Suktawa,22.408,77.843,2021,7.38,1285,0,152,50,465,148,23,67,728,33.97347935,25,8.5,300,250,250,250,500,75,30,200,500,110.5873258
Madhya Pradesh,Indore,Indore,Bhil Paltan,22.696,75.901,2021,7.4,1100,0,70,20,380,102,30,75,715,32.687294,25,8.5,300,250,250,250,500,75,30,200,500,95.68931903
Madhya Pradesh,Indore,Indore,Bijalpur Masjid,22.666,75.834,2021,7.45,645,0,30,10,270,48,36,30,419,30.00527245,25,8.5,300,250,250,250,500,75,30,200,500,65.25646271
